3Ltr,Company,Country,Telephony,FriendlyName
DJH,"DEER JET AVIATION CO., LTD.",CHINA,JET FLAG,Deer Jet Aviation
DJR,"DESERT JET, LLC (THERMAL, CA)",UNITED STATES,DESERT JET,Desert Jet
DJT,DREAMJET,FRANCE,DREAMJET,La Compagnie
DKA,DOKIA AIR S.R.L,ROMANIA,DOKIA AIR,Dokia Air
DKE,JUBILEE AIRWAYS LTD,UNITED KINGDOM,DUKE,Jubilee Airways
DKH,"JUNEYAO AIRLINES CO., LTD",CHINA,AIR JUNEYAO,Juneyao Air
DKN,AIR DECCAN,INDIA,AIR DECCAN,Deccan Charters
DKR,DARIK SKY,BULGARIA,DIMA,Darik Sky
DKT,"BUSINESS AVIATION COURIER, INC. (SIOUX FALLS, SD)",UNITED STATES,DAKOTA,Sioux Falls Aviation
DKZ,DALA AIR,KAZAKHSTAN,NOMAD,Dala Air
DLA,AIR DOLOMITI,ITALY,DOLOMITI,Air Dolomiti
DLB,DESTINATION AIRLINK BAHAMAS LTD,BAHAMAS,AIRLINK BAHAMAS,Destination Airlink Bahamas
DLC,"DEHONG SOUTH ASIAN GENERAL AVIATION CO., LTD",CHINA,SOARCOPTER,Dehong South Asian General Aviation
DLF,DIRECT FLY SP. Z.O.O.,POLAND,RED WISENT,Direct Fly
DLG,"AEROLINEAS DEL GOLFO, S.A. DE C.V.",MEXICO,DELGOLFO,Aerolineas Del Golfo
DLH,"DEUTSCHE LUFTHANSA, AG, KOELN",GERMANY,LUFTHANSA,Lufthansa
DLJ,"DINGLONG BUSINESS AVIATION CO., LTD",CHINA,DING AIR,Dinglong Business Aviation
DLK,MILLENNIUM AIRLINES PRIVATE LIMITED,SRI LANKA,DEKKANLANKA,Millennium Airlines
DLN,DEUCALION AVIATION LIMITED,UNITED KINGDOM,,Deucalion Aviation
DLR,DALA AIR SERVICES LTD,NIGERIA,DALA AIR,Dala Air Services
DLX,"DREAMLINE AVIATION, LLC (SAN FRANCISCO, CA)",UNITED STATES,DREAMLINE,Dreamline Aviation
DLY,"AIR INDEPENDENCE GMBH, MUENCHEN",GERMANY,DAILY,Air Independence
DMB,AERORENTAL,PANAMA,AERORENTAL,Aerorental
DMC,"AERODINAMICA DE MONTERREY, S.A. DE C.V.",MEXICO,DINAMICAMONT,Aerodinamica de Monterrey
DMD,NAMDEB DIAMOND CORPORATION NAMIBIA,NAMIBIA,DIAMONDJET,Namdeb Diamond Corporation
DMI,"AEROSERVICIOS DINAMICOS, S.A. DE C.V.",MEXICO,AERODINAMICO,Aeroservicios Dinamicos
DMJ,"AEROLINEAS DAMOJH, S.A. DE C.V.",MEXICO,DAMOJH,Aerolineas Damojh
DML,GETJET AIRLINES LATVIA,LATVIA,DREAMLAND,GetJet Airlines Latvia
DMN,DIAMOND FLIGHT ACADEMY SCANDINAVIA AB,SWEDEN,DIAMOND ACADEMY,Diamond Flight Academy Scandinavia
DMQ,DAALLO AIRLINES (SOMALIA),SOMALIA,DALO,Daallo Airlines
DMR,HELIDOSA AVIATION GROUP,DOMINICAN REPUBLIC,HELIDOSA,Helidosa Aviation Group
DMS,DIAMOND SKY,ESTONIA,DIAMOND,Diamond Sky
DNA,DAN AIR,ROMANIA,DAN AIR,Dan Air
DNC,"AERODYNAMICS MALAGA, S.L.",SPAIN,FLYINGOLIVE,Aerodynamics Malaga
DND,ELDINDER AIRLINES,SUDAN,DINDER,Eldinder Airlines
DNU,DAT LT UAB,LITHUANIA,DANU,Danu Oro Transportas
DNY,DANISH NAVY,DENMARK,DANISH NAVY,Danish Navy
DOC,NORSK LUFTAMBULANSE A/S,NORWAY,HELIDOC,Norsk Luftambulanse
DOD,USAF AIR MOBILITY OPERATIONS CONTROL CENTER,UNITED STATES,,USAF Air Mobility Operations Control Center
DOG,CANINE COMPANIONS FOR INDEPENDENCE,UNITED STATES,CANINE FLIGHT,Canine Flight
DOI,"U.S. DEPARTMENT OF THE INTERIOR, OFFICE OF AIRCRAFT SERVICES, (BOISE, ID)",UNITED STATES,INTERIOR,U.S. Department of the Interior
DOJ,"UNITED STATES DEPARTMENT OF JUSTICE PRISONER AND ALIEN TRANSPORTATION SERVICE (JPATS) (EL PASO, TX)",UNITED STATES,JUSTICE,U.S. Department of Justice
DOK,NORDIC AIR AMBULANCE A/S,DENMARK,DOCTOR,Nordic Air Ambulance
DOL,"EBSCO, INC. D/B/A MILLION AIR LONGVIEW (LONGVIEW, TX)",UNITED STATES,DOLLAR SIGN,Million Air Longview
DOM,DOMERGUE AVIATION,FRANCE,DOME AIR,Domergue Aviation
DON,DONAIR FLYING CLUB LTD,UNITED KINGDOM,DONAIR,Donair Flying Club
DOR,GENERAL ATOMICS AEROTEC SYSTEMS GMBH,GERMANY,DORNIER,General Atomic AeroTech Systems
DOS,"UNITED STATES GOVERNMENT, DEPARTMENT OF STATE INL/A",UNITED STATES,DOSAIR,United States Government Department of State
DOV,DOVE AIR SERVICES CO. LTD,SUDAN,DOVAIR,Dove Air Services
DOW,"BEST JETS INTERNATIONAL (MINNEAPOLIS, MN)",UNITED STATES,DOWNTOWN,Best Jets International
DPH,"DOMODEDOVO AIRPORT HANDLING, CJSC",RUSSIAN FEDERATION,,Domodedovo Airport Handling
DPS,"ALABAMA DEPARTMENT OF PUBLIC SAFETY (MONTGOMERY, AL)",UNITED STATES,BLUE-GRAY,Alabama Department of Public Safety
DQA,ISLAND AVIATION,MALDIVES,SKY SURFER,Maldivian
DRB,DIDIER ROUSSET BUY,CHILE,DIDIER,Didier Rousset Buy
DRC,AIR CONGO S.A.,DEMOCRATIC REPUBLIC OF THE CONGO,LEO PARC,Air Congo
DRD,"AEREO DORADO, S.A. DE C.V.",MEXICO,AEREO DORADO,Aereo Dorado
DRE,"MICHIGAN AIRWAYS, INC. D/B/A DRUMMOND ISLAND AIR (DRUMMOND ISLAND, MI)",UNITED STATES,MICHIGAN,Drummond Island Air
DRF,DREAM FLYERS TRAINING CENTER,SPAIN,,Dream Flyers Training Center
DRK,DRUK AIR,BHUTAN,ROYAL BHUTAN,Drukair
DRL,"OMNI AIR TRANSPORT, LLC (TULSA, OK)",UNITED STATES,DRILLER,Omni Air Transport
DRM,AIRWAYS FLIGHT TRAINING,UNITED KINGDOM,DARTMOOR,Airways Flight Training
DRO,"ADRO SERVICIOS AEREOS, S.A. DE C.V.",MEXICO,ADRO SERVICIOS,Adro Servicios Aereos
DRS,"DREAMSHORE AERO (BAR HARBOR, ME)",UNITED STATES,DREAMSHORE,Dreamshore Aero
DRU,ALROSA AIR COMPANY LIMITED,RUSSIAN FEDERATION,MIRNY,Alrosa
DRX,DES R. CARGO EXPRESS,MAURITANIA,,Des R Cargo Express
DRY,"DERAYA AIR TAXI, PT.",INDONESIA,DERAYA,Deraya Air Taxi
DRZ,"DERAZONA AIR SERVICE, PT.",INDONESIA,DERAZONA,Derazona Air Service
DSA,"DANBURY AIRWAYS, INC. (DANBURY, CT)",UNITED STATES,DANBURY AIRWAYS,Danbury Airways
DSF,DASSAULT FALCON SERVICE FRANCE,FRANCE,DASSAULT FRANCE,Dassault Falcon Service France
DSM,LAN ARGENTINA S.A.,ARGENTINA,LAN AR,LATAM Argentina
DSO,DASSAULT FALCON SERVICE,FRANCE,DASSAULT,Dassault Falcon Service
DSP,SURAVIATION S.L.,SPAIN,SURAVIATION,Suraviation
DSQ,DASAB AIRLINES,NIGERIA,DASAB AIR,Dasab Airlines
DSR,"DAIRO AIR SERVICES, LTD.",UGANDA,DAIRAIR,DAS Air Cargo
DST,STAR AVIATION SPA,ALGERIA,STAR AVIATION,Star Aviation
DSU,"DELTA STATE UNIVERSITY (CLEVELAND, MS)",UNITED STATES,DELTA STATE,Delta State University
DSW,DORNIER SEAWINGS,GERMANY,SEA STAR,Dornier Seawings
DTA,"TAAG, LINHAS AEREAS DE ANGOLA (ANGOLA AIRLINES)",ANGOLA,DTA,TAAG Angola Airlines
DTG,AIRZENA LLC,GEORGIA,ZENA,Airzena
DTH,TASSILI AIRLINES,ALGERIA,TASSILI AIR,Tassili Airlines
DTL,"AERO DILI TRANSPORT SERVICE, S.A.",TIMOR-LESTE,AERO DILI,Aero Dili
DTN,DATA INTERNATIONAL LTD,SUDAN,DATA AIR,Data International
DTO,AERODESIERTO S.A.,CHILE,AERODESIERTO,Aerodesierto
DTR,DAT A/S,DENMARK,DANISH,Danish Air Transport
DUA,DUSHANBE AIR,TAJIKISTAN,DUSHANBE AIR,Dushanbe Air
DUB,DUBAI AIRWING,UNITED ARAB EMIRATES,DUBAI,Dubai Airwing
DUC,CLASS AVIATION,MAURITANIA,RICHAT,Class Aviation
DUG,AEROTECNICA S.A.,VENEZUELA,ATSAVEN,Aerotecnica
DUN,DUN'AIR,MAURITANIA,DUNAIR,Dun'Air
DVI,"AERO DAVINCI INTERNATIONAL, S.A. DE C.V.",MEXICO,AERO DAVINCI,Aerodavinci
DVN,ADVENTIA,SPAIN,ADVENTIA,Adventia
DVR,DIVI DIVI AIR INC.,NETHERLANDS,DIVI AIR,Divi Divi Air
DVY,"LEGENDS AIRWAYS, LLC.",UNITED STATES,DEVIL RAY,Legends Airways
DVZ,"AEROTAXI DVZ, S.A. DE C.V.",MEXICO,AEROTAXI DVZ,Aerotaxi DVZ
DWC,EMPIRE AVIATION SAN MARINO SRL,SAN MARINO,SMOOTH,Empire Aviation San Marino
DWG,"VALKYRIE AERO, LLC",UNITED STATES,DARK WING,Valkyrie Aero
DWI,ARAJET S.A.,DOMINICAN REPUBLIC,DOMINICAN,Arajet
DWR,"DELAWARE SKYWAYS, LLC (NEW CASTLE, DE)",UNITED STATES,DELAWARE,Delaware Skyways
DWW,DAS PRIVATE JETS GMBH,GERMANY,PRIVATE JET,DAS Private Jets
DXE,DRONAMICS EUROPE AIRLINES LTD,MALTA,BLACK SWAN,Dronamics Airlines
DXH,"EAST STAR AIRLINES CO., LTD",CHINA,EAST STAR,East Star Airlines
DXT,"AIR MANAGEMENT GROUP, CJSC",RUSSIAN FEDERATION,DEXTER,Air Management Group
DYM,"DYNAMIC AIR, S.L.",SPAIN,DYNAMIC SKY,Dynamic Air
DYN,"AERODYNAMICS, INC. (WATERFORD, MI)",UNITED STATES,AERODYNAMICS,Aerodynamics
DZD,YAZD AIRWAYS,IRAN (ISLAMIC REPUBLIC OF),YAZD AIRWAYS,Yazd Airways
DZR,"MIDWEST AVIATION (OMAHA, NE)",UNITED STATES,DOZER,Midwest Aviation
EAA,ELIT'AVIA INTERNATIONAL SM S.R.L,SAN MARINO,IMOLA,Air Bishkek
EAC,"EXECUTIVE AIR CHARTER (HONOLULU, HI)",UNITED STATES,EXECAIR,Executive Air Charter
EAD,"EAA - ESCOLA DE AVIACAO AEROCONDOR, SA",PORTUGAL,AERO-ESCOLA,Escola De Aviacao Aerocondor
EAF,ELECTRA AIRWAYS,BULGARIA,ELECTRA,Electra Airways
EAG,EMERALD AIRLINES (UK) LIMITED,UNITED KINGDOM,GREENSTONE,Emerald Airlines UK
EAI,EMERALD AIRLINES (IRELAND) LIMITED,IRELAND,GEMSTONE,Emerald Airlines
EAJ,AIRENKA HAVA TASIMACILIGI A.S.,TURKEY,ENKA JET,Airenka
EAK,EURO-ASIA AIR,KAZAKHSTAN,EAKAZ,Euro-Asia Air
EAL,"EASTERN AIRLINES, LLC (HIGH POINT, NC)",UNITED STATES,EASTERN,Eastern Airlines
EAM,EMBASSY AIRLINES LIMITED,NIGERIA,EMBASSY AIR,Embassy Airlines
EAN,EXPRESS AIRWAYS NIGERIA LIMITED,NIGERIA,NIGERIA EXPRESS,Express Airways Nigeria
EAO,ELITAVIA SAN MARINO SRL,SAN MARINO,MARINO,Elitavia San Marino
EAP,AERO-PYRENEES,FRANCE,AERO-PYRENEES,Aero-Pyrenees
EAQ,EASTERN AUSTRALIA AIRLINES PTY LTD,AUSTRALIA,,Eastern Australia Airlines
EAR,"TRANSPORTE EJECUTIVO AEREO, S.A. DE C.V.",MEXICO,EJECUTIVO-AEREO,Transporte Ejecutivo Aereo
EAS,EXECUTIVE AEROSPACE (PTY) LTD,SOUTH AFRICA,AEROSPACE,Executive Aerospace
EAT,"AIR TRANSPORT, LTD",SLOVAKIA,TRANS EUROPE,Air Transport
EAU,ELITAVIA MALTA LTD,MALTA,ELITE,Elitavia Malta
EAW,WALYA AIRWAYS,ETHIOPIA,WALYA,Walya Airways
EAX,EUROPEAN AVIATION SCHOOL OF BARCELONA,SPAIN,AEREAS,European Aviation School of Barcelona
EBE,"MINEBEA AVIATION CO., LTD",THAILAND,MINEBEA,Minebea Aviation
EBF,ECHO AIRLINES LTD.,BAHAMAS,,Echo Airlines
EBS,"AEG AVIATION SERVICES (STATELINE, NV)",UNITED STATES,,AEG Aviation Services
EBV,"AERBRAVA, S.C.P.",SPAIN,,Aerbrava
ECA,OHL AIR CHARTERFLUG,GERMANY,DARK KNIGHT,OHL Air Charterflug
ECC,ECLAIR,CZECHIA,ECLAIR,Eclair Aviation
ECD,ECOTOUR,MEXICO,ECOTOUR,Ecotour
ECF,EUROCOPTER,FRANCE,EUROCOPTER,Eurocopter
ECH,"ESN JET SERVICE, LLC",RUSSIAN FEDERATION,,ESN Jet Service
ECI,"EASTERN CAROLINA AVIATION, INC. (RICHLANDS, NC)",UNITED STATES,EASTERN CAROLINA,Eastern Carolina Aviation
ECJ,"EAST COAST JETS, INC. (ALLENTOWN, PA)",UNITED STATES,EASTCOAST JET,East Coast Jets
ECL,"AERONAUTICA CASTELLANA, S.L.",SPAIN,AERO CASTELLANA,Aeronautica Castellana
ECM,"AEROLINEAS COMERCIALES, S.A. DE C.V.",MEXICO,AERO COMERCIALES,Aerolineas Comerciales
ECN,"EURO CONTINENTAL AIE, S.L.",SPAIN,EURO CONTINENTAL,Euro Continental AIE
ECO,LINEA AEREA ECO JET S.A.,BOLIVIA,ECOJET,Linea Aerea EcoJet
ECQ,ECO AIR LIMITED,NIGERIA,SKYBRIDGE,Eco Air
ECR,"ENERGIA CREADORA, S.A. DE C.V.",MEXICO,ENERGIA,Energia Creadora
ECT,EAST COAST AIRWAYS (PTY) LTD,SOUTH AFRICA,EASTWAY,East Coast Airways
ECU,EC-FLY,SPAIN,,EC Fly
ECV,SPECTRUM AVIA,RUSSIAN FEDERATION,,Spectrum Avia
ECW,ECO AIRWAYS S.A.,BURKINA FASO,ECOTRAVEL,Eco Airways
ECX,"ECOMEX AIR CARGO, LDA.",ANGOLA,AIR ECOMEX,Ecomex Air Cargo
EDA,EXEC DIRECT AVIATION,JAMAICA,CARGO LIFT,Exec Direct Aviation
EDC,AIR CHARTER SCOTLAND LTD,UNITED KINGDOM,SALTIRE,Air Charter Scotland
EDD,"SERVICIOS AEREOS BIO PAPPEL, S.A. DE C.V.",MEXICO,LINEAS DURANGO,Lineas Aereas Ejectuivas De Durango
EDG,"WESTERN AIR CHARTER, INC DBA JET EDGE",UNITED STATES,JET EDGE,Jet Edge
EDL,"POLIZEIHUBSCHRAUBERSTAFFEL BAYERN, MUENCHEN",GERMANY,POLICE EDELWEISS,German Police
EDN,EDEN,ISRAEL,,Eden
EDO,"EDACOM, D.O.O.",SLOVENIA,EDACOM,Edacom
EDR,FLY ALWAYS,SURINAME,BIRDVIEW,Fly AllWays
EDV,ENDEAVOR AIR,UNITED STATES,ENDEAVOR,Endeavor Air
EDW,EDELWEISS AIR AG,SWITZERLAND,EDELWEISS,Edelweiss
EDY,APOLLO AIR SERVICES LTD.,UNITED KINGDOM,SOLWAY,Apollo Air Service
EEF,ESTONIAN AIRFORCE,ESTONIA,ESTONIAN AIRFORCE,Estonian Air Force
EEL,EAGLE EUROPEAN LTD,UNITED KINGDOM,SOLACE,Eagle European
EEM,"EJECUTIVO AEREO DE MEXICO, S.A. DE C.V.",MEXICO,EJEAERMEX,Ejecutivo Aereo De Mexico
EES,EAGLE EXPRESS,SERBIA,EAGLE STAR,Eagle Express
EEU,EUROFLY SERVICE S.P.A.,ITALY,EUROFLY,Eurofly Service
EFA,EXPRESS FREIGHTERS AUSTRALIA,AUSTRALIA,EXPRESS FREIGHT,Express Freighters Australia
EFB,EMERALD JETS S.A.L.,LEBANON,EMERALD JETS,Emerald Jets
EFC,EMIRATES FLIGHT TRAINING ACADEMY,UNITED ARAB EMIRATES,AL WASEL,Emirates Flight Training Academy
EFD,"EISELE FLUGDIENST GMBH, STUTTGART",GERMANY,EVER FLIGHT,E-Aviation
EFE,E-FREIGHT INTERNATIONAL LTD,SUDAN,EFREIGHT SUDAN,E Freight International
EFF,WESTAIR AVIATION LIMITED,IRELAND,EMERALD,Westair Aviation Limited
EFG,ELIFRIULIA S.R.L.,ITALY,ELIFRIULIA,Elifriulia
EFO,"ESTOP ESTUDIOS DE FOTOGRAFIA, S.A.",SPAIN,,Estop Estudios De Fotografia
EFS,"EFAOS, AGENCIA DE VIAGENS E TURISMO, LDA",ANGOLA,EFAOS,EFAOS
EFT,"EXECUFLIGHT, INC. (FORT LAUDERDALE, FL)",UNITED STATES,ZIPLINE,Execuflight
EFW,BA EUROFLYER,UNITED KINGDOM,GRIFFIN,BA Euroflyer
EFX,EASY FLY EXPRESS LIMITED,BANGLADESH,EASY EXPRESS,Easy Fly Express Limited
EFY,EASYFLY S.A. (EMPRESA AEREA DE SERVICIOS Y FACILITACION LOGISTICA INTEGRAL S.A.),COLOMBIA,,Clic
EGA,AIR EAGLE,PAKISTAN,AIR EAGLE,Air Eagle
EGC,"FIRST WING AIRCRAFT CHARTER AND MAINTENANCE (INDIANAPOLIS, IN)",UNITED STATES,EAGLE CREEK,Eagle Creek Aviation
EGE,EAGLE AIR INC.,UNITED STATES,EAGLE AIR,Eagle Air
EGL,CAPITAL AIR AMBULANCE LIMITED,UNITED KINGDOM,PRESTIGE,Capital Air Ambulance
EGM,ECUATOGUINEANA DE AIR ET MARITIME SERVICE - EGAMS,EQUATORIAL GUINEA,EGAMS,Ecuatoguineana De Air Et Maritime Service
EGO,GAUTENG AIR CARGO CC,SOUTH AFRICA,GAUTENG,Gauteng Air Cargo
EGS,"NATIONAL JETS, INC.",UNITED STATES,EVERGLADES,National Jets
EGT,EGT JET LTD.,BULGARIA,BULGARIAN JET,EGT Jet
EGU,EAGLE AVIATION (U) LTD,UGANDA,AFRICAN EAGLE,Eagle Aviation
EGV,ENRIQUE GLEISNER VIVANCO,CHILE,GLEISNER,Enrique Gleisner Vivanco
EGW,EGO AIRWAYS S.P.A.,ITALY,EGOL,Ego Airways
EGY,EGYPTIAN AIR FORCE,EGYPT,,Egyptian Air Force
EHC,EUROPEAN HELICENTER,NETHERLANDS,FLY HELI,European Helicenter
EHD,"E H DARBY AVIATION (SHEFFIELD, AL)",UNITED STATES,PLATINUM AIR,E H Darby Aviation
EHN,EAST HORIZON AIRLINES,AFGHANISTAN,EAST HORIZON,East Horizon Airlines
EHR,NORDURFLUG EHF,ICELAND,ROTOR,Nordurflug
EIA,EVERGREEN INTERNATIONAL AIRLINES,UNITED STATES,EVERGREEN,Evergreen International Airlines
EIC,EXPRESS INTERNATIONAL CARGO CORPORATION,SAO TOME AND PRINCIPE,EXCARGO,Express International Cargo Corporation
EIN,AER LINGUS TEORANTA,IRELAND,SHAMROCK,Aer Lingus
EIS,"E.I.S. AIRCRAFT GMBH, KIEL-HOLTENAU",GERMANY,COOL,EIS Aircraft
EIX,STELLAER 212,IRELAND,STELLAR,Stellaer 212
EJA,"NETJETS AVIATION, INC. (COLUMBUS, OH)",UNITED STATES,EXECJET,NetJets
EJE,"HEBEI TONGHE GENERAL AVIATION CO., LTD.",CHINA,VOODOO,Hebei Tonghe General Aviation
EJM,"EXECUTIVE JET MANAGEMENT, INC. (CINCINNATI, OH)",UNITED STATES,JET SPEED,Executive Jet Management
EJO,EXECUJET MIDDLE EAST,UNITED ARAB EMIRATES,MIDJET,Execujet Middle East
EJP,"AEROSERVICIOS EJECUTIVOS CORPORATIVOS, S.A. DE C.V.",MEXICO,EJECORPORATIVOS,Aeroservicios Ejecutivos Corporativos
EJS,EUROJET SERVIS S.R.O.,CZECHIA,EEJAY SERVICE,Eurojet Servis
EJT,"ECLIPSE AVIATION (ALBUQUERQUE, NM)",UNITED STATES,ECLIPSE JET,Eclipse Aviation
EJU,EASYJET EUROPE AIRLINE GMBH,AUSTRIA,ALPINE,easyJet Europe
EJV,"COMPANIA EJECUTIVA, S.A. DE C.V.",MEXICO,EJECUTIVA,Compania Ejecutiva
EJX,EGYPTIAN AVIATION,EGYPT,,Egyptian Aviation
EJZ,EXECUTIVE JET SERVICES,SAO TOME AND PRINCIPE,,Executive Jet Services
EKA,EQUAFLIGHT SERVICE,CONGO,EQUAFLIGHT,Equaflight Service
EKC,"EAST KANSAS CITY AVIATION, INC. (GRAIN VALLEY, MO)",UNITED STATES,BLUE GOOSE,East Kansas City Aviation
EKG,AFRIC AVIATION,GABON,,Afric Aviation
EKJ,EQUAJET,CONGO,EQUAJET,Equajet
EKO,ECO AIRLINES SIA,LATVIA,ECOAIR,Eco Airlines Sia
EKT,EUROPEAN SAO LTD.,MALTA,BLUE KNIGHT,European Sao
EKY,"AVIATION PARTNERS, S. DE R.L. DE.C.V. D/B/A EASYSKY",HONDURAS,,Aviation Partners Easysky
ELA,ELITALIANA SPA,ITALY,,Elitaliana
ELB,ELLINAIR,GREECE,ELLINAIR HELLAS,Ellinair
ELD,"EROPORTER, S.L.",SPAIN,,Eroporter
ELE,"EUROAIRLINES, S.L.",SPAIN,EUROLINE,Euroairlines
ELF,FLY GR8,GREECE,ELLASJET,Fly Ellas
ELG,ELANGENI GMBH,AUSTRIA,ELANGENI,Elangeni
ELH,BABCOCK MISSION CRITICAL SERVICES ITALIA SPA,ITALY,LARIO,Elilario Italia
ELI,ELIO JET A.S.,CZECHIA,ELIO,Pellissier Helicopter
ELJ,ELITE JET S.R.O.,SLOVAKIA,TOPJET,Elite Jet
ELN,ELIN GROUP LIMITED,NIGERIA,ELIN BIRD,Elin Group
ELO,EUROLOT S.A.,POLAND,EUROLOT,Eurolot
ELR,ELROM AVIATION AND INVESTMENTS,ISRAEL,,Elrom Aviation and Investments
ELT,"ELLIOTT AVIATION, INC. (OMAHA, NE)",UNITED STATES,ELLIOTT,Elliott Aviation
ELU,EGYPTIAN LEISURE AIRLINES,EGYPT,EGYPTIAN LEISURE,Egyptian Leisure Airlines
ELV,ELVETIA AVIATION S.A.P.I. DE C.V.,MEXICO,ELVETIA,Elvetia Aviation
ELW,YELLOW WINGS AIR SERVICES LTD,KENYA,YELLOW WINGS,Yellow Wings Air Services
ELX,"ELAN EXPRESS (LAS VEGAS, NV)",UNITED STATES,ELAN,Elan Express
ELY,EL AL - ISRAEL AIRLINES LTD.,ISRAEL,ELAL,El Al Israel Airlines
ELZ,ELITE AIR,UNITED STATES,ELITE AIR,Elite Air
EMA,EGYPTIAN AVIATION COMPANY,EGYPT,,Egyptian Aviation Company
EMB,"EMPRESA BRASILEIRA DE AERONAUTICA, S/A",BRAZIL,EMBRAER,Embraer
EMC,247 AVIATION LIMITED,UNITED KINGDOM,NIGHTINGALE,247 Aviation Limited
EMD,"BALLARD AVIATION, INC. D/B/A EAGLEMED (WICHITA, KS)",UNITED STATES,EAGLEMED,EagleMed
EME,"METRO EXPRESS, INC. D/B/A EASTERN METRO EXPRESS (ATLANTA, GA)",UNITED STATES,EMAIR,Eastern Metro Express
EMI,PREMIUM AIR SHUTTLE LTD,NIGERIA,BLUE SHUTTLE,Premium Air Shuttle
EMJ,"FRIENDSHIP AIRWAYS (FORT LAUDERDALE, FL)",UNITED STATES,LIGHT HOUSE,Friendship Airways
EML,"EMA S.A., EMPRESA DE MELOS AEREOS",PORTUGAL,EMALUSA,Empresa De Melos Aereos
EMM,EMPEROR AVIATION,MALTA,RULER,Emperor Aviation
EMO,SKYEMOTION,AUSTRIA,EMOTION,Skyemotion
EMP,"EMPIRE AIR SERVICE, INC. (ROCHESTER, NY)",UNITED STATES,EMPIRE,Empire Air Service
EMR,ZEMMOUR AIRLINES,MAURITANIA,ZEMMOUR,Zenmour Airlines
EMS,"AERO SERVICIOS EMPRESARIALES, S.A. DE C.V.",MEXICO,SERVIEMPRESARIAL,Aero Servicios Empresariales
EMT,EMETEBE,ECUADOR,EMETEBE,Emetebe
EMU,EAST ASIA AIRLINES LTD,CHINA,,East Asia Airlines
EMZ,ETHIOPIAN MOZAMBIQUE AIRLINES,MOZAMBIQUE,EMOZ,Ethiopian Mozambique Airlines
ENA,"ESPANA, DIRECCION GENERAL DE AVIACION CIVIL Y TELECOMUNICACIONES",SPAIN,ENA,Direccion General de Aviacion Civil y Telecomunicasciones
ENC,ENDECOTS S.A.,ECUADOR,ENDECOTS,Endecots
END,"ARRENDADORA Y TRANSPORTADORA AEREA, S.A. DE C.V.",MEXICO,ARRENDADORA,Arrendadora y Transportadora Aerea
ENE,"ENERJET, S.A. DE C.V.",MEXICO,JET-ENER,Enerjet
ENF,ENAV S.P.A.,ITALY,ENAV CHECK,Enav
ENG,THUNDERBIRD AIRWAYS INC. D/B/A ENG AVIATION,UNITED STATES,CROSS CLAMP,ENG Aviation
ENK,"EXECUTIVE AIRLINK INC. (NEBO, NC)",UNITED STATES,SUNBIRD,Executive Airlink
ENL,SERVICIOS OPTIMOS DE AEROENLACE S.A. DE C.V.,MEXICO,OPTIMOS,Servicios Optimos De Aeroenlace
ENR,SCENIC AIR (PTY) LTD,NAMIBIA,,Scenic Air
ENS,"ENTERGY SERVICES, INC. (NEW ORLEANS, LA)",UNITED STATES,ENTERGY SHUTTLE,Entergy Services
ENT,ENTER AIR SP. Z.O.O.,POLAND,ENTERAIR,Enter Air
ENW,AERONAVES DEL NOROESTE,SPAIN,AERONOR,Aeronaves Del Noroeste
ENY,ENVOY AIR INC.,UNITED STATES,ENVOY,Envoy Air
ENZ,JOTA AVIATION LTD,UNITED KINGDOM,ENZO,Jota Aviation
EOA,ELILOMBARDA S.R.L.,ITALY,LOMBARDA,Elilombarda
EOK,AERO K AIRLINES,REPUBLIC OF KOREA,AEROHANGUK,Aero K
EOL,AIRAILES,FRANCE,EOLE,Airailes
EOP,"EOLO PLUS, S.A. DE C.V.",MEXICO,EOLO PLUS,Eolo Plus
EOS,ELIOSSOLA S.R.L.,ITALY,ELIOSSOLA,Eliossola
EPA,"DONGHAI AIRLINES CO., LTD.",CHINA,DONGHAI AIR,Donghai Airlines
EPB,DONGHAI BUSINESS AVIATION COMPANY LTD,CHINA,DONG JET,Donghai Business Aviation Company
EPC,EUROPILOT CENTER,BELGIUM,EUROPILOT,Europilot Center
EPE,AIR EAGLE (PVT) LTD.,PAKISTAN,SWIFT CARGO,Air Eagle
EPI,EPIC FLIGHT ACADEMY/ EPIC AVIATION,UNITED STATES,EPIC RED,Epic Flight Academy
EPJ,TRABAJOS AEREOS ESPEJO S.L.,SPAIN,ESPEJO,Trabajos Aereos Espejo
EPL,AERO TRANSPORTES EMPRESARIALES,MEXICO,EMPRESARIALES,Aero Transportes Empresariales
EPR,"EXPRESS AIRWAYS, D.O.O.",SLOVENIA,EMPEROR,Express Airways
EPS,"EPPS AIR SERVICE, INC. (ATLANTA, GA)",UNITED STATES,EPPS AIR,Epps Air Service
EPT,EMPRESA PUBLICA DE TRANSPORTE AEREO MILITAR,BOLIVIA,TAMEP,Empresa Publica de Transporte Aereo
EPU,"AERO ELITE ACAPULCO, S.A. DE C.V.",MEXICO,ELITACAPULCO,Aero Elite Acapulco
EQL,AIR SAO TOME AND PRINCIPE,SAO TOME AND PRINCIPE,EQUATORIAL,Air Sao Tome and Principe
EQR,EQUATORIAL CONGO AIRLINES BRANDED ECAIR,CONGO,EQUATORIAL CONGO,Equatorial Congo Airlines
EQT,FLIGHT ACADEMY BLACKPOOL,UNITED KINGDOM,EQUITY,Flight Academy Blackpool
